Book,Exam,Number,ID,Subject,Topic,Question,OptionA,OptionB,OptionC,OptionD,OptionE,CorrectAnswer,Explanation
,,Spinal Cord Injury,,Medicine,Neurology,Patient after RTA there is injury above the Sacral segment of Spinal cord has which of the following effect,Bladder injury,Atonic Bladder,Autonomous bladder,Automatic Bladder,Neurogenic Bladder,D,Injury above S2-S4 (UMN) leads to Automatic/Spastic bladder. Injury at/below (LMN) leads to Atonic/Autonomous.
,,Agnosia,,Medicine,Neurology,Patient has lower limb paralysis and unable to recognize objects due to damage of:,Left MCA,ACA,PCA,Communicating artery,None of them,B,
,,Medial Medullary Syndrome,,Medicine,Neurology,Patient having right-sided weakness and loss of vibration sense and tongue deviated to the left side. Lesion is located in?,Anterior spinal artery,Internal carotid artery,Basilar Artery,PICA,Vertebral artery,A,"<span style=""color: #2e7d32""><b>Option A Correct</b></span>
 
 This is **Medial Medullary Syndrome**, caused by occlusion of the **Anterior Spinal Artery** (ASA).
 Features:
 1. Hypoglossal nerve (CN XII): Ipsilateral tongue deviation (**Left**).
 2. Corticospinal tract: Contralateral hemiparesis (**Right**).
 3. Medial Lemniscus: Contralateral loss of vibration/proprioception (**Right**).
 
 <b>Option D:</b> PICA occlusion causes Lateral Medullary (Wallenberg) syndrome."
,,Facial Nerve Palsy,,Medicine,Neurology,Patient with right sided weakness and has upper motor neuron lesion of facial nerve. Where is the lesion?,Pons,Midbrain,Medulla,Internal capsule,None,D,"<span style=""color: #2e7d32""><b>Option D Correct</b></span><br>A lesion in the <b>Internal Capsule</b> affects the corticospinal and corticobulbar tracts, causing <b>Contralateral</b> weakness of both the body and the lower face (UMN Facial Palsy)."
,,Anterior Cerebral Artery Stroke,,Medicine,Neurology,Patient with stroke having weakness in left leg and foot. Artery involved is,MCA,ACA,PCA,ICA,None,B,"<span style=""color: #2e7d32""><b>Option B Correct</b></span><br>The <b>Anterior Cerebral Artery (ACA)</b> supplies the medial motor cortex (Leg area). Stroke here causes contralateral (Left) <b>Leg Weakness</b>."
,,Seizures,,Medicine,Neurology,Seizures are most commonly associated with which of the following?,Loss of myelin,Excess of glutamate,Lose of glutamate,Excess of myelin,None of them,B,
,,Guillain-Barre Syndrome,,Medicine,Neurology,The most definitive electrodiagnostic test used to confirm the diagnosis of Guillain-Barré Syndrome by demonstrating evidence of demyelination or axonal damage is:,Electromyography,Nerve Conduction Studies,MRI of the Spinal Cord,Lumbar Puncture,None of them,B,"Nerve Conduction Studies are essential for GBS diagnosis, showing characteristic findings of an acute demyelinating polyneuropathy (e.g., decreased conduction velocity or conduction block)."
,,Weber Syndrome,,Medicine,Neurology,Weber Syndrome features include:,Dysarthria and dysphagia,Contralateral hemiplegia,Ipsilateral cranial nerve III palsy,All of the above,None of them,C,"(Text key D? No, ""Weber Syndrome: Ipsilateral oculomotor (CN III) palsy with contralateral hemiplegia"". Option C is correct description. Option B is also present. Image has ""ANS D"" meaning All of the above? Dysarthria/dysphagia are usually bulbar/pseudobulbar. Weber is midbrain. Usually just III + Hemiplegia. Let's transcribe provided Key D if visible, but text description highlights III+Hemiplegia. Wait, Answer key is D. Okay)."
,,Medial Medullary Syndrome,,Medicine,Neurology,"Where is the lesion in Medial Medullary Syndrome? [Note: Key implies Pontine syndrome, see explanation]",Midbrain,Pons,Neocortex,LMN,None,B,"<span style=""color: #2e7d32""><b>Option B Correct</b></span>
 
 [Correction: **Medial Medullary Syndrome** is anatomically located in the **Medulla**. However, if the answer key is **Pons**, the question likely refers to **Medial Pontine Syndrome** (Foville's Syndrome) or Millard-Gubler Syndrome].
 For Medial Pontine Syndrome: The lesion is in the Pons (involving Corticospinal tract, CN VI, and CN VII).
 
 <b>Option A:</b> Midbrain lesion causes Weber's syndrome.
 
 <b>Option C:</b> Neocortical lesions cause hemiparesis/aphasia."
,,Deglutition,,Medicine,Neurology,Which cranial nerves are primarily involved in the pharyngeal phase of swallowing?,"5, 7, 9, 10","5, 7, 9, 10, 12","5, 9, 10, 12","6, 11, 10, 12",None of them,B,"5, 7, 9, 10, 12 are involved in swallowing."
,,Lower Motor Neuron Lesion,,Medicine,Neurology,Which of the following is a symptom of an LMN lesion?,Increased muscle tone,Hyperreflexia,Spastic paralysis,Flaccid paralysis,None,D,"<span style=""color: #2e7d32""><b>Option D Correct</b></span>
 
 Lower Motor Neuron (LMN) lesions (damaging the anterior horn cells or peripheral nerves) lead to a loss of neural input to muscles. Signs include Flaccid Paralysis, muscle atrophy, fasciculations, and hyporeflexia.
 
 <b>Option A, B, C:</b> Increased tone, hyperreflexia, and spasticity are signs of an Upper Motor Neuron (UMN) lesion (e.g., stroke, spinal cord injury)."
,,Wernicke's Aphasia,,Medicine,Neurology,Which type of aphasia is characterized by fluent but meaningless speech with poor comprehension and the inability to repeat?,Broca's aphasia,Conduction aphasia,Transcortical motor aphasia,Wernicke's aphasia,None of them,D,"Wernicke's aphasia results from damage to the temporal lobe, leading to fluent but non-sensical speech and severely impaired comprehension."
,,,,Medicine,Neurology,Which condition is caused by chronic alcohol use?,Retinoblastoma,Pellagra,Wernicke encephalopathy,Myocarditis,,C,SK-22
,,,,Medicine,Neurology,A patient with diabetes has dizziness and a drop in blood pressure when standing; his heart rate fails to rise appropriately. What is the most likely cause?,Migraine,Adrenal insufficiency,Hypovolemia,Autonomic neuropathy,,D,SK-22
,,,,Medicine,Neurology,"A 47-year-old man has right eyelid droop and the right eye is deviated down and out, with weakness of the left upper and lower limbs and his mouth deviates to the left when he speaks. Where is the most likely site of the lesion?",Ventral pons,Ipsilateral facial nerve nucleus,Lateral medulla,Ventral midbrain (cerebral peduncle),,D,SK-22
,,,,Medicine,Neurology,Which midbrain structure mediates reflexive head turning toward auditory stimuli?,Substantia nigra,Cochlear nucleus,Superior colliculus,Inferior colliculus,,D,SK-22
,,,,Medicine,Neurology,A patient with a cerebellar lesion has an intention tremor and difficulty buttoning a shirt. Which sign is most specific for a kinetic cerebellar deficit?,Dysarthria,Nystagmus,Positive Babinski sign,Dysdiadochokinesia,,D,SK-22
,,,,Medicine,Neurology,"A pendular knee jerk, in which the leg swings like a pendulum after the reflex, is classically seen in cerebellar disease.",Peripheral neuropathy,Cerebellar disease,Acute pancreatitis,Upper motor neuron lesion,,B,SK-22
,,,,Medicine,Neurology,Astereognosis with right–left disorientation localizes to which brain region?,Liver,Frontal lobe,Occipital lobe,Dominant parietal lobe,,D,SK-22
,,,,Medicine,Neurology,"After cardiac arrest with transient global cerebral hypoxia, a patient recovers but has prominent anterograde amnesia. Which brain structure essential for memory formation and most susceptible to hypoxic injury is primarily affected?",Amygdala,Median nerve,Thalamus,Hippocampus,,D,SK-22
,,,,Medicine,Neurology,"The patient has decreased social inhibition, impaired problem-solving, and diminished aggression. Which brain region is most likely affected?",Optic chiasm,Premotor cortex,Limbic association cortex,Prefrontal cortex,,D,SK-22
,,,,Medicine,Neurology,"An elderly patient has urinary symptoms and progressive forgetfulness, including inability to recall names. Which diagnosis is most likely?",Dementia,Normal aging,Acute appendicitis,Delirium,,A,SK-22
,,,,Medicine,Neurology,A patient reports vertical diplopia that worsens when walking downstairs or while reading. Which cranial nerve is most likely affected?,Facial nerve,Trochlear nerve,Oculomotor nerve,Abducens nerve,,B,SK-22
,,,,Medicine,Neurology,A patient with Bell's palsy has facial deviation to the left and sensory loss on the right; which function is lost?,Lacrimation,Taste from anterior 2/3 of tongue,Taste from posterior 1/3 of tongue,Shoulder shrug,,B,SK-22
,,,,Medicine,Neurology,Lateral rotation of the eye suggests a lesion of which cranial nerve?,Abducens (VI),Facial (VII),Optic (II),Oculomotor (III),,D,SK-22
,,,,Medicine,Neurology,"The patient has ptosis, diplopia, and absent light and accommodation reflexes, localizing the lesion to the ciliary ganglion or its afferent fibers. Which cranial nerve provides the preganglionic parasympathetic input to the ciliary ganglion?",Hypoglossal nerve (CN XII),Trochlear nerve (CN IV),Facial nerve (CN VII),Oculomotor nerve (CN III),,D,SK-22
,,,,Medicine,Neurology,"An overweight woman (BMI 31 kg/m2) has persistent headaches and blurred vision, and fundoscopy shows papilledema. What is the most likely diagnosis?",Space-occupying brain lesion,Idiopathic intracranial hypertension,Pituitary adenoma,Otitis media,,B,SK-22
,,,,Medicine,Neurology,Lesion of the lateral hypothalamus produces which of the following clinical findings?,Hyperphagia,Anorexia,Polydipsia,Hemiplegia,,B,SK-22
,,,,Medicine,Neurology,"A patient has persistent headaches, visual disturbances, and optic disc swelling with normal brain imaging. This presentation is most consistent with:",Idiopathic intracranial hypertension (pseudotumor cerebri),Acute pancreatitis,Bacterial meningitis,Stroke,,A,SK-22
,,,,Medicine,Neurology,"A patient develops septic thrombophlebitis after an infection in the ""danger triangle"" of the face. Which cranial venous sinus is most commonly involved?",Superior sagittal sinus,Sigmoid sinus,Femoral vein,Cavernous sinus,,D,SK-22
,,,,Medicine,Neurology,Loss of ankle dorsiflexion with flaccid muscles in the anterior compartment of the leg indicates injury to which nerve?,Median nerve,Tibial nerve,Superficial peroneal nerve,Deep peroneal (fibular) nerve,,D,SK-22
,,,,Medicine,Neurology,A patient presented to the emergency department after a road traffic accident and an upper motor neuron (UMN) lesion is suspected. Which sign would be expected?,Fasciculations,Hyporeflexia,Flaccid paralysis,Spastic paralysis,,D,SK-22
,,,,Medicine,Neurology,A patient has paralysis of the lower half of the face from an upper motor neuron lesion. Which additional sign is most likely?,Cogwheel rigidity,Fasciculations,Miosis,Clasp knife spasticity,,D,SK-22
,,,,Medicine,Neurology,A patient presents with muscle wasting and visible fasciculations. Which type of nervous system lesion is most likely?,Lower motor neuron,Basal ganglia lesion,Upper motor neuron,Splenic lesion,,A,SK-22
,,,,Medicine,Neurology,A parietal lobe lesion causes an inability to recognize objects by touch despite preserved tactile sensation. What is this condition called?,Anosmia,Aphasia,Agnosia,Astereognosis,,D,SK-22
,,,,Medicine,Neurology,Obstruction of cerebrospinal fluid flow causing noncommunicating hydrocephalus most commonly occurs at which structure?,Foramen of Magendie,Foramen of Luschka,Optic chiasm,Aqueduct of Sylvius,,D,SK-22
,,,,Medicine,Neurology,"After a road-traffic accident, the patient has loss of sensation on one side of the body, absent cremasteric and abdominal reflexes, and an exaggerated knee reflex. CT shows bilateral anterior frontal lobe damage; which tract is likely involved?",Olivocerebellar tract,Vestibulospinal tract,Optic tract,Corticospinal tract,,D,SK-22
,,,,Medicine,Neurology,A patient presents with retrograde amnesia after a road traffic accident and cannot recall events before the injury. Which brain region is most likely damaged?,Cerebellum,Occipital lobe,Thalamus,Hippocampus,,D,SK-22
